N_of_Goal,Date,Home_team,Away_team,Minute,What,How,Jersey,Competition_abb,Competition_name,Goals_H,Goals_A,Result,Leo_age,Leo_team,Scored_team,Home_or_Away,Leo_result,Partial_Score_H,Partial_Score_A,Minute_adjusted,Goal_time_period
240,2012-02-19,FC Barcelona,Valencia,76,Rebound,Left foot,10,PRM,La Liga,5,1,Home,24,FC Barcelona,Valencia,Home,Won,3,1,76,Second half
239,2012-02-19,FC Barcelona,Valencia,27,Rebound,Left foot,10,PRM,La Liga,5,1,Home,24,FC Barcelona,Valencia,Home,Won,2,1,27,First half
238,2012-02-19,FC Barcelona,Valencia,22,,Left foot,10,PRM,La Liga,5,1,Home,24,FC Barcelona,Valencia,Home,Won,1,1,22,First half
237,2012-02-14,Bayer Leverkusen,FC Barcelona,88,Field goal,Left foot,10,EUR,UEFA Champions League,1,3,Away,24,FC Barcelona,Bayer Leverkusen,Away,Won,1,3,88,Second half
236,2012-02-04,FC Barcelona,Real Sociedad,72,,Left foot,10,PRM,La Liga,2,1,Home,24,FC Barcelona,Real Sociedad,Home,Won,2,0,72,Second half
235,2012-01-22,Málaga,FC Barcelona,81,,Left foot,10,PRM,La Liga,1,4,Away,24,FC Barcelona,Málaga,Away,Won,0,4,81,Second half
234,2012-01-22,Málaga,FC Barcelona,51,,Left foot,10,PRM,La Liga,1,4,Away,24,FC Barcelona,Málaga,Away,Won,0,3,51,Second half
233,2012-01-22,Málaga,FC Barcelona,33,,Head,10,PRM,La Liga,1,4,Away,24,FC Barcelona,Málaga,Away,Won,0,1,33,First half
232,2012-01-15,FC Barcelona,Real Betis,86,Penalty,Left foot,10,PRM,La Liga,4,2,Home,24,FC Barcelona,Real Betis,Home,Won,4,2,86,Second half
231,2012-01-15,FC Barcelona,Real Betis,12,,Left foot,10,PRM,La Liga,4,2,Home,24,FC Barcelona,Real Betis,Home,Won,2,0,12,First half
230,2012-01-04,FC Barcelona,Osasuna,90+2,,Left foot,10,CUP,Copa del Rey,4,0,Home,24,FC Barcelona,Osasuna,Home,Won,4,0,92,Additional time
229,2012-01-04,FC Barcelona,Osasuna,73,,Head,10,CUP,Copa del Rey,4,0,Home,24,FC Barcelona,Osasuna,Home,Won,3,0,73,Second half
228,2011-12-18,Santos,FC Barcelona,82,,Left foot,10,WCT,FIFA Club World Cup,0,4,Away,24,FC Barcelona,Santos,Away,Won,0,4,82,Second half
227,2011-12-18,Santos,FC Barcelona,17,,Left foot,10,WCT,FIFA Club World Cup,0,4,Away,24,FC Barcelona,Santos,Away,Won,0,1,17,First half
226,2011-12-03,FC Barcelona,Levante,55,,Left foot,10,PRM,La Liga,5,0,Home,24,FC Barcelona,Levante,Home,Won,4,0,55,Second half
225,2011-11-29,FC Barcelona,Rayo Vallecano,50,,Left foot,10,PRM,La Liga,4,0,Home,24,FC Barcelona,Rayo Vallecano,Home,Won,4,0,50,Second half
224,2011-11-23,AC Milan,FC Barcelona,31,Penalty,Left foot,10,EUR,UEFA Champions League,2,3,Away,24,FC Barcelona,AC Milan,Away,Won,1,2,31,First half
223,2011-11-19,FC Barcelona,Real Zaragoza,43,,Right foot,10,PRM,La Liga,4,0,Home,24,FC Barcelona,Real Zaragoza,Home,Won,2,0,43,First half
222,2011-11-15,Colombia,Argentina,60,Rebound,Left foot,10,WCQ,World Cup 2014 Qualification,1,2,Away,24,Argentina,Colombia,Away,Won,1,1,60,Second half
221,2011-11-06,Athletic de Bilbao,FC Barcelona,90+1,Rebound,Left foot,10,PRM,La Liga,2,2,Draw,24,FC Barcelona,Athletic de Bilbao,Away,Tied,2,2,91,Additional time
220,2011-11-01,Viktoria Plzen,FC Barcelona,90+2,,Left foot,10,EUR,UEFA Champions League,0,4,Away,24,FC Barcelona,Viktoria Plzen,Away,Won,0,4,92,Additional time
219,2011-11-01,Viktoria Plzen,FC Barcelona,45,,Left foot,10,EUR,UEFA Champions League,0,4,Away,24,FC Barcelona,Viktoria Plzen,Away,Won,0,2,45,First half
218,2011-11-01,Viktoria Plzen,FC Barcelona,24,Penalty,Left foot,10,EUR,UEFA Champions League,0,4,Away,24,FC Barcelona,Viktoria Plzen,Away,Won,0,1,24,First half
217,2011-10-29,FC Barcelona,Real Mallorca,30,,Left foot,10,PRM,La Liga,5,0,Home,24,FC Barcelona,Real Mallorca,Home,Won,3,0,30,First half
216,2011-10-29,FC Barcelona,Real Mallorca,21,,Right foot,10,PRM,La Liga,5,0,Home,24,FC Barcelona,Real Mallorca,Home,Won,2,0,21,First half
215,2011-10-29,FC Barcelona,Real Mallorca,13,Penalty,Left foot,10,PRM,La Liga,5,0,Home,24,FC Barcelona,Real Mallorca,Home,Won,1,0,13,First half
214,2011-10-15,FC Barcelona,Racing Santander,68,,Right foot,10,PRM,La Liga,3,0,Home,24,FC Barcelona,Racing Santander,Home,Won,3,0,68,Second half
213,2011-10-15,FC Barcelona,Racing Santander,11,,Right foot,10,PRM,La Liga,3,0,Home,24,FC Barcelona,Racing Santander,Home,Won,1,0,11,First half
212,2011-10-08,Argentina,Chile,26,Field goal,Left foot,10,WCQ,World Cup 2014 Qualification,4,1,Home,24,Argentina,Chile,Home,Won,2,0,26,First half
211,2011-09-28,BATE Borisov,FC Barcelona,55,,Left foot,10,EUR,UEFA Champions League,0,5,Away,24,FC Barcelona,BATE Borisov,Away,Won,0,4,55,Second half
210,2011-09-28,BATE Borisov,FC Barcelona,38,,Head,10,EUR,UEFA Champions League,0,5,Away,24,FC Barcelona,BATE Borisov,Away,Won,0,3,38,First half
209,2011-09-24,FC Barcelona,Atlético Madrid,90+1,,Left foot,10,PRM,La Liga,5,0,Home,24,FC Barcelona,Atlético Madrid,Home,Won,5,0,91,Additional time
208,2011-09-24,FC Barcelona,Atlético Madrid,78,,Left foot,10,PRM,La Liga,5,0,Home,24,FC Barcelona,Atlético Madrid,Home,Won,4,0,78,Second half
207,2011-09-24,FC Barcelona,Atlético Madrid,26,,Left foot,10,PRM,La Liga,5,0,Home,24,FC Barcelona,Atlético Madrid,Home,Won,3,0,26,First half
206,2011-09-17,FC Barcelona,Osasuna,79,,Left foot,10,PRM,La Liga,8,0,Home,24,FC Barcelona,Osasuna,Home,Won,8,0,79,Second half
205,2011-09-17,FC Barcelona,Osasuna,41,,Left foot,10,PRM,La Liga,8,0,Home,24,FC Barcelona,Osasuna,Home,Won,5,0,41,First half
204,2011-09-17,FC Barcelona,Osasuna,5,,Left foot,10,PRM,La Liga,8,0,Home,24,FC Barcelona,Osasuna,Home,Won,1,0,5,First half
203,2011-08-29,FC Barcelona,Villarreal,75,,Left foot,10,PRM,La Liga,5,0,Home,24,FC Barcelona,Villarreal,Home,Won,5,0,75,Second half
202,2011-08-29,FC Barcelona,Villarreal,52,,Right foot,10,PRM,La Liga,5,0,Home,24,FC Barcelona,Villarreal,Home,Won,4,0,52,Second half
201,2011-08-26,FC Barcelona,FC Porto,39,,Left foot,10,IUP,UEFA European Super Cup,2,0,Home,24,FC Barcelona,FC Porto,Home,Won,1,0,39,First half
200,2011-08-17,FC Barcelona,Real Madrid,87,Field goal,Left foot,10,SUP,Spanish Super Cup,3,2,Home,24,FC Barcelona,Real Madrid,Home,Won,3,2,87,Second half
199,2011-08-17,FC Barcelona,Real Madrid,45,Field goal,Right foot,10,SUP,Spanish Super Cup,3,2,Home,24,FC Barcelona,Real Madrid,Home,Won,2,1,45,First half
198,2011-08-14,Real Madrid,FC Barcelona,45,,Left foot,10,SUP,Spanish Super Cup,2,2,Draw,24,FC Barcelona,Real Madrid,Away,Tied,1,2,45,First half
197,2011-06-20,Argentina,Albania,42,Field goal,Left foot,10,FRN,International friendly,4,0,Home,23,Argentina,Albania,Home,Won,2,0,42,First half
196,2011-05-28,FC Barcelona,Manchester United,54,,Left foot,10,EUR,UEFA Champions League,3,1,Home,23,FC Barcelona,Manchester United,Home,Won,2,1,54,Second half
195,2011-04-27,Real Madrid,FC Barcelona,87,Solo run,Right foot,10,EUR,UEFA Champions League,0,2,Away,23,FC Barcelona,Real Madrid,Away,Won,0,2,87,Second half
194,2011-04-27,Real Madrid,FC Barcelona,76,Field goal,Left foot,10,EUR,UEFA Champions League,0,2,Away,23,FC Barcelona,Real Madrid,Away,Won,0,1,76,Second half
193,2011-04-23,FC Barcelona,Osasuna,87,,Right foot,10,PRM,La Liga,2,0,Home,23,FC Barcelona,Osasuna,Home,Won,2,0,87,Second half
192,2011-04-16,Real Madrid,FC Barcelona,53,Penalty,Left foot,10,PRM,La Liga,1,1,Draw,23,FC Barcelona,Real Madrid,Away,Tied,0,1,53,Second half
191,2011-04-12,Shakhtar Donetsk,FC Barcelona,43,,Left foot,10,EUR,UEFA Champions League,0,1,Away,23,FC Barcelona,Shakhtar Donetsk,Away,Won,0,1,43,First half
190,2011-04-09,FC Barcelona,UD Almería,90+2,,Left foot,10,PRM,La Liga,3,1,Home,23,FC Barcelona,UD Almería,Home,Won,3,1,92,Additional time
189,2011-04-09,FC Barcelona,UD Almería,53,Penalty,Left foot,10,PRM,La Liga,3,1,Home,23,FC Barcelona,UD Almería,Home,Won,1,1,53,Second half
188,2011-03-08,FC Barcelona,Arsenal,71,Penalty,Left foot,10,EUR,UEFA Champions League,3,1,Home,23,FC Barcelona,Arsenal,Home,Won,3,1,71,Second half
187,2011-03-08,FC Barcelona,Arsenal,45+3,Field goal,Left foot,10,EUR,UEFA Champions League,3,1,Home,23,FC Barcelona,Arsenal,Home,Won,1,0,48,Additional time
186,2011-03-02,Valencia,FC Barcelona,77,,Left foot,10,PRM,La Liga,0,1,Away,23,FC Barcelona,Valencia,Away,Won,0,1,77,Second half
185,2011-02-26,Real Mallorca,FC Barcelona,38,,Head,10,PRM,La Liga,0,3,Away,23,FC Barcelona,Real Mallorca,Away,Won,0,1,38,First half
184,2011-02-20,FC Barcelona,Athletic de Bilbao,78,,Right foot,10,PRM,La Liga,2,1,Home,23,FC Barcelona,Athletic de Bilbao,Home,Won,2,1,78,Second half
183,2011-02-09,Argentina,Portugal,90,Penalty,Left foot,10,FRN,International friendly,2,1,Home,23,Argentina,Portugal,Home,Won,2,1,90,Second half
182,2011-02-05,FC Barcelona,Atlético Madrid,79,Rebound,Left foot,10,PRM,La Liga,3,0,Home,23,FC Barcelona,Atlético Madrid,Home,Won,3,0,79,Second half
181,2011-02-05,FC Barcelona,Atlético Madrid,28,,Left foot,10,PRM,La Liga,3,0,Home,23,FC Barcelona,Atlético Madrid,Home,Won,2,0,28,First half
180,2011-02-05,FC Barcelona,Atlético Madrid,17,,Left foot,10,PRM,La Liga,3,0,Home,23,FC Barcelona,Atlético Madrid,Home,Won,1,0,17,First half
179,2011-01-29,Hercules Alicante,FC Barcelona,89,,Left foot,10,PRM,La Liga,0,3,Away,23,FC Barcelona,Hercules Alicante,Away,Won,0,3,89,Second half
178,2011-01-29,Hercules Alicante,FC Barcelona,87,,Left foot,10,PRM,La Liga,0,3,Away,23,FC Barcelona,Hercules Alicante,Away,Won,0,2,87,Second half
177,2011-01-26,FC Barcelona,UD Almería,16,,Left foot,10,CUP,Copa del Rey,5,0,Home,23,FC Barcelona,UD Almería,Home,Won,3,0,16,First half
176,2011-01-26,FC Barcelona,UD Almería,9,,Left foot,10,CUP,Copa del Rey,5,0,Home,23,FC Barcelona,UD Almería,Home,Won,1,0,9,First half
175,2011-01-22,FC Barcelona,Racing Santander,33,Penalty,Left foot,10,PRM,La Liga,3,0,Home,23,FC Barcelona,Racing Santander,Home,Won,2,0,33,First half
174,2011-01-19,Real Betis,FC Barcelona,38,,Left foot,10,CUP,Copa del Rey,3,1,Home,23,FC Barcelona,Real Betis,Away,Lost,2,1,38,First half
173,2011-01-12,FC Barcelona,Real Betis,73,,Left foot,10,CUP,Copa del Rey,5,0,Home,23,FC Barcelona,Real Betis,Home,Won,3,0,73,Second half
172,2011-01-12,FC Barcelona,Real Betis,62,Rebound,Left foot,10,CUP,Copa del Rey,5,0,Home,23,FC Barcelona,Real Betis,Home,Won,2,0,62,Second half
171,2011-01-12,FC Barcelona,Real Betis,44,,Left foot,10,CUP,Copa del Rey,5,0,Home,23,FC Barcelona,Real Betis,Home,Won,1,0,44,First half
170,2011-01-08,Deportivo La Coruña,FC Barcelona,52,Free kick,Left foot,10,PRM,La Liga,0,4,Away,23,FC Barcelona,Deportivo La Coruña,Away,Won,0,2,52,Second half
169,2010-12-12,FC Barcelona,Real Sociedad,87,Solo run,Left foot,10,PRM,La Liga,5,0,Home,23,FC Barcelona,Real Sociedad,Home,Won,4,0,87,Second half
168,2010-12-12,FC Barcelona,Real Sociedad,47,,Left foot,10,PRM,La Liga,5,0,Home,23,FC Barcelona,Real Sociedad,Home,Won,3,0,47,Second half
167,2010-12-04,Osasuna,FC Barcelona,83,Penalty,Left foot,10,PRM,La Liga,0,3,Away,23,FC Barcelona,Osasuna,Away,Won,0,3,83,Second half
166,2010-12-04,Osasuna,FC Barcelona,65,,Left foot,10,PRM,La Liga,0,3,Away,23,FC Barcelona,Osasuna,Away,Won,0,2,65,Second half
165,2010-11-24,Panathinaikos,FC Barcelona,62,,Left foot,10,EUR,UEFA Champions League,0,3,Away,23,FC Barcelona,Panathinaikos,Away,Won,0,2,62,Second half
164,2010-11-20,UD Almería,FC Barcelona,67,Rebound,Left foot,10,PRM,La Liga,0,8,Away,23,FC Barcelona,UD Almería,Away,Won,0,7,67,Second half
163,2010-11-20,UD Almería,FC Barcelona,37,Rebound,Left foot,10,PRM,La Liga,0,8,Away,23,FC Barcelona,UD Almería,Away,Won,0,5,37,First half
162,2010-11-20,UD Almería,FC Barcelona,17,Field goal,Left foot,10,PRM,La Liga,0,8,Away,23,FC Barcelona,UD Almería,Away,Won,0,1,17,First half
161,2010-11-17,Argentina,Brazil,90+2,Solo run,Left foot,10,FRN,International friendly,1,0,Home,23,Argentina,Brazil,Home,Won,1,0,92,Additional time
160,2010-11-13,FC Barcelona,Villarreal,83,,Left foot,10,PRM,La Liga,3,1,Home,23,FC Barcelona,Villarreal,Home,Won,3,1,83,Second half
159,2010-11-13,FC Barcelona,Villarreal,58,,Right foot,10,PRM,La Liga,3,1,Home,23,FC Barcelona,Villarreal,Home,Won,2,1,58,Second half
158,2010-11-10,FC Barcelona,AD Ceuta,68,,Left foot,10,CUP,Copa del Rey,5,1,Home,23,FC Barcelona,AD Ceuta,Home,Won,5,1,68,Second half
157,2010-11-07,Getafe,FC Barcelona,23,,Left foot,10,PRM,La Liga,1,3,Away,23,FC Barcelona,Getafe,Away,Won,0,1,23,First half
156,2010-11-02,FC Copenhagen,FC Barcelona,31,,Right foot,10,EUR,UEFA Champions League,1,1,Draw,23,FC Barcelona,FC Copenhagen,Away,Tied,0,1,31,First half
155,2010-10-30,FC Barcelona,Sevilla,64,Solo run,Left foot,10,PRM,La Liga,5,0,Home,23,FC Barcelona,Sevilla,Home,Won,4,0,64,Second half
154,2010-10-30,FC Barcelona,Sevilla,4,Rebound,Left foot,10,PRM,La Liga,5,0,Home,23,FC Barcelona,Sevilla,Home,Won,1,0,4,First half
153,2010-10-23,Real Zaragoza,FC Barcelona,66,,Left foot,10,PRM,La Liga,0,2,Away,23,FC Barcelona,Real Zaragoza,Away,Won,0,2,66,Second half
152,2010-10-23,Real Zaragoza,FC Barcelona,42,,Left foot,10,PRM,La Liga,0,2,Away,23,FC Barcelona,Real Zaragoza,Away,Won,0,1,42,First half
151,2010-10-20,FC Barcelona,FC Copenhagen,90+2,,Left foot,10,EUR,UEFA Champions League,2,0,Home,23,FC Barcelona,FC Copenhagen,Home,Won,2,0,92,Additional time
150,2010-10-20,FC Barcelona,FC Copenhagen,19,,Left foot,10,EUR,UEFA Champions League,2,0,Home,23,FC Barcelona,FC Copenhagen,Home,Won,1,0,19,First half
149,2010-10-03,FC Barcelona,Real Mallorca,21,,Left foot,10,PRM,La Liga,1,1,Draw,23,FC Barcelona,Real Mallorca,Home,Tied,1,0,21,First half
148,2010-09-19,Atlético Madrid,FC Barcelona,13,,Left foot,10,PRM,La Liga,1,2,Away,23,FC Barcelona,Atlético Madrid,Away,Won,0,1,13,First half
147,2010-09-14,FC Barcelona,Panathinaikos,45,Field goal,Left foot,10,EUR,UEFA Champions League,5,1,Home,23,FC Barcelona,Panathinaikos,Home,Won,3,1,45,First half
146,2010-09-14,FC Barcelona,Panathinaikos,22,Field goal,Left foot,10,EUR,UEFA Champions League,5,1,Home,23,FC Barcelona,Panathinaikos,Home,Won,1,1,22,First half
145,2010-09-07,Argentina,Spain,10,Field goal,Left foot,10,FRN,International friendly,4,1,Home,23,Argentina,Spain,Home,Won,1,0,10,First half
144,2010-08-29,Racing Santander,FC Barcelona,3,,Right foot,10,PRM,La Liga,0,3,Away,23,FC Barcelona,Racing Santander,Away,Won,0,1,3,First half
143,2010-08-21,FC Barcelona,Sevilla,90,,Left foot,10,SUP,Spanish Super Cup,4,0,Home,23,FC Barcelona,Sevilla,Home,Won,4,0,90,Second half
142,2010-08-21,FC Barcelona,Sevilla,43,,Right foot,10,SUP,Spanish Super Cup,4,0,Home,23,FC Barcelona,Sevilla,Home,Won,3,0,43,First half
141,2010-08-21,FC Barcelona,Sevilla,24,,Left foot,10,SUP,Spanish Super Cup,4,0,Home,23,FC Barcelona,Sevilla,Home,Won,2,0,24,First half
140,2010-05-16,FC Barcelona,Real Valladolid,76,,Left foot,10,PRM,La Liga,4,0,Home,22,FC Barcelona,Real Valladolid,Home,Won,4,0,76,Second half
139,2010-05-16,FC Barcelona,Real Valladolid,62,,Right foot,10,PRM,La Liga,4,0,Home,22,FC Barcelona,Real Valladolid,Home,Won,3,0,62,Second half
138,2010-05-08,Sevilla,FC Barcelona,5,,Left foot,10,PRM,La Liga,2,3,Away,22,FC Barcelona,Sevilla,Away,Won,0,1,5,First half
137,2010-05-04,FC Barcelona,Tenerife,90+3,,Right foot,10,PRM,La Liga,4,1,Home,22,FC Barcelona,Tenerife,Home,Won,4,1,93,Additional time
136,2010-05-04,FC Barcelona,Tenerife,17,,Right foot,10,PRM,La Liga,4,1,Home,22,FC Barcelona,Tenerife,Home,Won,1,0,17,First half
135,2010-05-01,Villarreal,FC Barcelona,88,,Left foot,10,PRM,La Liga,1,4,Away,22,FC Barcelona,Villarreal,Away,Won,1,4,88,Second half
134,2010-05-01,Villarreal,FC Barcelona,19,,Left foot,10,PRM,La Liga,1,4,Away,22,FC Barcelona,Villarreal,Away,Won,0,1,19,First half
133,2010-04-10,Real Madrid,FC Barcelona,33,,Right foot,10,PRM,La Liga,0,2,Away,22,FC Barcelona,Real Madrid,Away,Won,0,1,33,First half
132,2010-04-06,FC Barcelona,Arsenal,88,Rebound,Left foot,10,EUR,UEFA Champions League,4,1,Home,22,FC Barcelona,Arsenal,Home,Won,4,1,88,Second half
131,2010-04-06,FC Barcelona,Arsenal,42,,Left foot,10,EUR,UEFA Champions League,4,1,Home,22,FC Barcelona,Arsenal,Home,Won,3,1,42,First half
130,2010-04-06,FC Barcelona,Arsenal,37,,Right foot,10,EUR,UEFA Champions League,4,1,Home,22,FC Barcelona,Arsenal,Home,Won,2,1,37,First half
129,2010-04-06,FC Barcelona,Arsenal,21,,Left foot,10,EUR,UEFA Champions League,4,1,Home,22,FC Barcelona,Arsenal,Home,Won,1,1,21,First half
128,2010-04-03,FC Barcelona,Athletic de Bilbao,67,,Left foot,10,PRM,La Liga,4,1,Home,22,FC Barcelona,Athletic de Bilbao,Home,Won,4,0,67,Second half
127,2010-03-21,Real Zaragoza,FC Barcelona,78,,Left foot,10,PRM,La Liga,2,4,Away,22,FC Barcelona,Real Zaragoza,Away,Won,0,3,78,Second half
126,2010-03-21,Real Zaragoza,FC Barcelona,66,Solo run,Left foot,10,PRM,La Liga,2,4,Away,22,FC Barcelona,Real Zaragoza,Away,Won,0,2,66,Second half
125,2010-03-21,Real Zaragoza,FC Barcelona,5,,Head,10,PRM,La Liga,2,4,Away,22,FC Barcelona,Real Zaragoza,Away,Won,0,1,5,First half
124,2010-03-17,FC Barcelona,VfB Stuttgart,60,,Left foot,10,EUR,UEFA Champions League,4,0,Home,22,FC Barcelona,VfB Stuttgart,Home,Won,3,0,60,Second half
123,2010-03-17,FC Barcelona,VfB Stuttgart,13,Solo run,Left foot,10,EUR,UEFA Champions League,4,0,Home,22,FC Barcelona,VfB Stuttgart,Home,Won,1,0,13,First half
122,2010-03-14,FC Barcelona,Valencia,83,,Right foot,10,PRM,La Liga,3,0,Home,22,FC Barcelona,Valencia,Home,Won,3,0,83,Second half
121,2010-03-14,FC Barcelona,Valencia,81,,Left foot,10,PRM,La Liga,3,0,Home,22,FC Barcelona,Valencia,Home,Won,2,0,81,Second half
120,2010-03-14,FC Barcelona,Valencia,56,,Left foot,10,PRM,La Liga,3,0,Home,22,FC Barcelona,Valencia,Home,Won,1,0,56,Second half
119,2010-03-06,UD Almería,FC Barcelona,66,,Left foot,10,PRM,La Liga,2,2,Draw,22,FC Barcelona,UD Almería,Away,Tied,2,2,66,Second half
118,2010-03-06,UD Almería,FC Barcelona,42,Free kick,Left foot,10,PRM,La Liga,2,2,Draw,22,FC Barcelona,UD Almería,Away,Tied,1,1,42,First half
117,2010-02-27,FC Barcelona,Málaga,84,Field goal,Right foot,10,PRM,La Liga,2,1,Home,22,FC Barcelona,Málaga,Home,Won,2,1,84,Second half
116,2010-02-06,FC Barcelona,Getafe,7,,Left foot,10,PRM,La Liga,2,1,Home,22,FC Barcelona,Getafe,Home,Won,1,0,7,First half
115,2010-01-23,Real Valladolid,FC Barcelona,56,,Left foot,10,PRM,La Liga,0,3,Away,22,FC Barcelona,Real Valladolid,Away,Won,0,3,56,Second half
114,2010-01-16,FC Barcelona,Sevilla,90+1,,Left foot,10,PRM,La Liga,4,0,Home,22,FC Barcelona,Sevilla,Home,Won,4,0,91,Additional time
113,2010-01-16,FC Barcelona,Sevilla,85,,Left foot,10,PRM,La Liga,4,0,Home,22,FC Barcelona,Sevilla,Home,Won,3,0,85,Second half
112,2010-01-10,Tenerife,FC Barcelona,75,,Left foot,10,PRM,La Liga,0,5,Away,22,FC Barcelona,Tenerife,Away,Won,0,4,75,Second half
111,2010-01-10,Tenerife,FC Barcelona,45,,Right foot,10,PRM,La Liga,0,5,Away,22,FC Barcelona,Tenerife,Away,Won,0,3,45,First half
110,2010-01-10,Tenerife,FC Barcelona,36,,Left foot,10,PRM,La Liga,0,5,Away,22,FC Barcelona,Tenerife,Away,Won,0,1,36,First half
109,2009-12-19,Estudiantes La Plata,FC Barcelona,110,,Chest,10,WCT,FIFA Club World Cup,1,2,Away,22,FC Barcelona,Estudiantes La Plata,Away,Won,1,2,110,Additional time
108,2009-12-16,Atlante,FC Barcelona,55,,Left foot,10,WCT,FIFA Club World Cup,1,3,Away,22,FC Barcelona,Atlante,Away,Won,1,2,55,Second half
107,2009-12-09,Dynamo Kyiv,FC Barcelona,86,Free kick,Left foot,10,EUR,UEFA Champions League,1,2,Away,22,FC Barcelona,Dynamo Kyiv,Away,Won,1,2,86,Second half
106,2009-12-05,Deportivo La Coruña,FC Barcelona,80,,Head,10,PRM,La Liga,1,3,Away,22,FC Barcelona,Deportivo La Coruña,Away,Won,1,2,80,Second half
105,2009-12-05,Deportivo La Coruña,FC Barcelona,27,,Left foot,10,PRM,La Liga,1,3,Away,22,FC Barcelona,Deportivo La Coruña,Away,Won,0,1,27,First half
104,2009-11-14,Spain,Argentina,61,Penalty,Left foot,10,FRN,International friendly,2,1,Home,22,Argentina,Spain,Away,Lost,1,1,61,Second half
103,2009-11-10,FC Barcelona,Cultural Leonesa,64,,Left foot,10,CUP,Copa del Rey,5,0,Home,22,FC Barcelona,Cultural Leonesa,Home,Won,4,0,64,Second half
102,2009-11-07,FC Barcelona,Real Mallorca,87,Penalty,Left foot,10,PRM,La Liga,4,2,Home,22,FC Barcelona,Real Mallorca,Home,Won,4,1,87,Second half
101,2009-10-25,FC Barcelona,Real Zaragoza,80,Field goal,Left foot,10,PRM,La Liga,6,1,Home,22,FC Barcelona,Real Zaragoza,Home,Won,5,1,80,Second half
100,2009-09-29,FC Barcelona,Dynamo Kyiv,26,,Left foot,10,EUR,UEFA Champions League,2,0,Home,22,FC Barcelona,Dynamo Kyiv,Home,Won,1,0,26,First half
99,2009-09-22,Racing Santander,FC Barcelona,63,,Left foot,10,PRM,La Liga,1,4,Away,22,FC Barcelona,Racing Santander,Away,Won,0,4,63,Second half
98,2009-09-22,Racing Santander,FC Barcelona,24,,Left foot,10,PRM,La Liga,1,4,Away,22,FC Barcelona,Racing Santander,Away,Won,0,2,24,First half
97,2009-09-19,FC Barcelona,Atlético Madrid,90+4,,Right foot,10,PRM,La Liga,5,2,Home,22,FC Barcelona,Atlético Madrid,Home,Won,5,2,94,Additional time
96,2009-09-19,FC Barcelona,Atlético Madrid,16,,Left foot,10,PRM,La Liga,5,2,Home,22,FC Barcelona,Atlético Madrid,Home,Won,2,0,16,First half
95,2009-09-12,Getafe,FC Barcelona,80,,Head,10,PRM,La Liga,0,2,Away,22,FC Barcelona,Getafe,Away,Won,0,2,80,Second half
94,2009-08-23,FC Barcelona,Athletic de Bilbao,68,Penalty,Left foot,10,SUP,Spanish Super Cup,3,0,Home,22,FC Barcelona,Athletic de Bilbao,Home,Won,2,0,68,Second half
93,2009-08-23,FC Barcelona,Athletic de Bilbao,50,,Right foot,10,SUP,Spanish Super Cup,3,0,Home,22,FC Barcelona,Athletic de Bilbao,Home,Won,1,0,50,Second half
92,2009-05-27,FC Barcelona,Manchester United,70,,Head,10,EUR,UEFA Champions League,2,0,Home,21,FC Barcelona,Manchester United,Home,Won,2,0,70,Second half
91,2009-05-13,Athletic de Bilbao,FC Barcelona,55,,Left foot,10,CUP,Copa del Rey,1,4,Away,21,FC Barcelona,Athletic de Bilbao,Away,Won,1,2,55,Second half
90,2009-05-02,Real Madrid,FC Barcelona,75,,Left foot,10,PRM,La Liga,2,6,Away,21,FC Barcelona,Real Madrid,Away,Won,2,5,75,Second half
89,2009-05-02,Real Madrid,FC Barcelona,36,,Left foot,10,PRM,La Liga,2,6,Away,21,FC Barcelona,Real Madrid,Away,Won,1,3,36,First half
88,2009-04-25,Valencia,FC Barcelona,24,,Left foot,10,PRM,La Liga,2,2,Draw,21,FC Barcelona,Valencia,Away,Tied,0,1,24,First half
87,2009-04-18,Getafe,FC Barcelona,19,,Left foot,10,PRM,La Liga,0,1,Away,21,FC Barcelona,Getafe,Away,Won,0,1,19,First half
86,2009-04-08,FC Barcelona,Bayern München,38,,Right foot,10,EUR,UEFA Champions League,4,0,Home,21,FC Barcelona,Bayern München,Home,Won,3,0,38,First half
85,2009-04-08,FC Barcelona,Bayern München,9,,Left foot,10,EUR,UEFA Champions League,4,0,Home,21,FC Barcelona,Bayern München,Home,Won,1,0,9,First half
84,2009-03-28,Argentina,Venezuela,26,,Left foot,10,WCQ,World Cup 2010 Qualification,4,0,Home,21,Argentina,Venezuela,Home,Won,1,0,26,First half
83,2009-03-22,FC Barcelona,Málaga,25,,Right foot,10,PRM,La Liga,6,0,Home,21,FC Barcelona,Málaga,Home,Won,2,0,25,First half
82,2009-03-11,FC Barcelona,Olympique Lyonnais,40,,Left foot,10,EUR,UEFA Champions League,5,2,Home,21,FC Barcelona,Olympique Lyonnais,Home,Won,3,0,40,First half
81,2009-03-07,FC Barcelona,Athletic de Bilbao,32,Penalty,Left foot,10,PRM,La Liga,2,0,Home,21,FC Barcelona,Athletic de Bilbao,Home,Won,2,0,32,First half
80,2009-03-04,Real Mallorca,FC Barcelona,81,,Left foot,10,CUP,Copa del Rey,1,1,Draw,21,FC Barcelona,Real Mallorca,Away,Tied,1,1,81,Second half
79,2009-03-01,Atlético Madrid,FC Barcelona,30,,Left foot,10,PRM,La Liga,4,3,Home,21,FC Barcelona,Atlético Madrid,Away,Lost,0,2,30,First half
